City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
515,pisco,-13.7,-76.2167,17.03,82,82,11,PE,2023-06-13 09:29:12
516,el bauga,18.262,33.9081,41.41,12,12,16,SD,2023-06-13 09:35:21
517,las heras,-46.5419,-68.9359,0.51,69,69,99,AR,2023-06-13 09:35:22
518,tucurui,-3.7661,-49.6725,22.85,97,97,20,BR,2023-06-13 09:35:22
519,asekeyevo,53.5742,52.7972,17.41,63,63,97,RU,2023-06-13 09:35:22
520,howard springs,-12.497,131.047,27.95,60,60,13,AU,2023-06-13 09:35:23
521,mount pearl,47.5166,-52.7813,7.14,97,97,100,CA,2023-06-13 09:35:23
522,kuqa,41.7278,82.9364,37.36,10,10,34,CN,2023-06-13 09:35:23
523,obo,5.3998,26.4869,27.28,69,69,92,CF,2023-06-13 09:35:23
524,murun-kuren,49.6342,100.1625,18.23,52,52,93,MN,2023-06-13 09:35:24
525,itoman,26.1247,127.6694,27.21,92,92,75,JP,2023-06-13 09:35:24
526,rundu,-17.9333,19.7667,23.69,16,16,0,NA,2023-06-13 09:35:24
527,goundam,16.4145,-3.6708,32.88,38,38,97,ML,2023-06-13 09:35:24
528,tahe,52.3333,124.7333,17.73,59,59,100,CN,2023-06-13 09:35:25
529,sungai penuh,-2.0833,101.3833,22.73,91,91,72,ID,2023-06-13 09:35:25
530,colonia,50.9333,6.95,25.88,38,38,0,DE,2023-06-13 09:31:11
531,tamluk,22.3,87.9167,37.94,42,42,74,IN,2023-06-13 09:35:25
532,san patricio,28.017,-97.5169,28.24,73,73,93,US,2023-06-13 09:35:26
533,muang phon-hong,18.4928,102.4172,27.54,91,91,96,LA,2023-06-13 09:35:26
534,usol'ye,59.4268,56.6808,22.06,37,37,30,RU,2023-06-13 09:35:26
535,potenza,40.6443,15.8086,23.84,51,51,99,IT,2023-06-13 09:35:26
536,pyhaselka,62.4333,29.9667,21.15,27,27,100,FI,2023-06-13 09:35:27
537,krasnoturansk,54.3186,91.5639,15.73,67,67,99,RU,2023-06-13 09:35:27
538,ciudad lazaro cardenas,17.9583,-102.2,25.96,84,84,33,MX,2023-06-13 09:29:15
539,nyurba,63.2842,118.3319,17.42,39,39,100,RU,2023-06-13 09:31:21
540,yanbu,24.0891,38.0637,38.02,30,30,0,SA,2023-06-13 09:34:48
541,weihai,37.5017,122.1136,19.3,74,74,1,CN,2023-06-13 09:35:28
542,homer,59.6425,-151.5483,8.94,73,73,100,US,2023-06-13 09:35:28
543,kayangel,8.0823,134.7173,27.1,83,83,82,PW,2023-06-13 09:29:08
544,changyon,38.2508,125.0961,20.01,70,70,3,KP,2023-06-13 09:35:29
545,arno,60.1167,18.6333,13.77,32,32,17,SE,2023-06-13 09:35:29
546,palmerston,-12.486,130.9833,27.99,60,60,0,AU,2023-06-13 09:35:29
547,moranbah,-22.0016,148.0466,19.79,65,65,44,AU,2023-06-13 09:35:30
548,buala,-8.145,159.5921,27.42,82,82,16,SB,2023-06-13 09:35:30
549,ad dilam,23.9915,47.1627,44.23,8,8,14,SA,2023-06-13 09:35:30
550,bengkulu,-3.8004,102.2655,28.67,75,75,30,ID,2023-06-13 09:35:31
551,caleta de carquin,-11.0925,-77.6267,19.33,84,84,68,PE,2023-06-13 09:35:31
552,charcas,23.1333,-101.1167,18.95,57,57,0,MX,2023-06-13 09:35:31
553,santiago de cao,-7.9589,-79.2392,21.07,88,88,100,PE,2023-06-13 09:35:31
554,agnibilekrou,7.1344,-3.2047,27.27,62,62,73,CI,2023-06-13 09:35:32
555,aldinga beach,-35.2793,138.4604,14.26,70,70,9,AU,2023-06-13 09:35:32
556,yanchep,-31.55,115.6833,16.45,69,69,57,AU,2023-06-13 09:35:32
557,najran,17.4924,44.1277,36.36,17,17,100,SA,2023-06-13 09:32:58
558,saint-joseph,-21.3667,55.6167,27.48,72,72,4,RE,2023-06-13 09:35:26
559,inirida,3.8653,-67.9239,22.32,98,98,86,CO,2023-06-13 09:29:29
560,siwa oasis,29.2041,25.5195,33.72,25,25,0,EG,2023-06-13 09:30:21
561,mugia,43.1041,-9.2179,19.53,87,87,13,ES,2023-06-13 09:35:33
562,charxin,39.6967,66.7686,35.11,21,21,1,UZ,2023-06-13 09:35:34
563,taro,-8.3862,115.28,24.0,86,86,90,ID,2023-06-13 09:35:34
564,nuevitas,21.5453,-77.2644,25.33,92,92,99,CU,2023-06-13 09:35:34
565,aykhal,66.0,111.5,17.5,31,31,10,RU,2023-06-13 09:35:34
566,las terrenas,19.311,-69.5428,26.16,85,85,39,DO,2023-06-13 09:35:35
